date,OT,OT_pred,residual,cluster,P_high,P_mid,P_low,P_total,abs_residual
2016-07-07 13:00:00,35.3849983215332,18.95981505318424,16.425183268348963,0,11.46011671422706,7.692353464634534,3.203593790353517,22.35606396921511,16.425183268348963
2016-07-07 14:00:00,37.28400039672852,18.910319753079722,18.3736806436488,0,10.12448768474699,6.757482554767656,3.071532096936031,19.95350233645068,18.3736806436488
2016-07-07 15:00:00,38.47999954223633,18.814761333382144,19.665238208854184,0,9.825769225115108,6.800654578190543,3.353855214635732,19.980279017941385,19.665238208854184
2016-07-07 16:00:00,36.79100036621094,18.801944787461878,17.98905557874906,0,9.854040024697973,6.756913592447031,3.364822921162857,19.975776538307862,17.98905557874906
2016-07-08 15:00:00,34.750999450683594,18.211443508077455,16.53955594260614,0,11.020941623020523,6.800629062160068,3.4345670134414927,21.256137698622084,16.53955594260614
2016-07-11 12:00:00,32.99300003051758,16.171614884158426,16.82138514635915,0,8.831950433099824,5.537311971696977,2.9437942336783993,17.3130566384752,16.82138514635915
2016-07-11 13:00:00,33.90700149536133,16.1232838515629,17.78371764379843,0,9.361990414610261,5.839843993362475,2.848554869536639,18.050389277509375,17.78371764379843
2016-07-11 14:00:00,34.750999450683594,16.05788113523607,18.693118315447524,0,9.531104674737385,6.368212035540285,2.8876914729733847,18.787008183251054,18.693118315447524
2016-07-11 15:00:00,34.750999450683594,16.095999827055298,18.654999623628296,0,9.786177701853601,6.444011391505474,2.9190836288175905,19.14927272217667,18.654999623628296
2016-07-11 16:00:00,34.82199859619141,16.12590893031979,18.696089665871625,0,8.705980420161582,5.8546886442948844,2.8197137215549395,17.380382786011406,18.696089665871625
2016-07-11 17:00:00,34.891998291015625,16.09383067015067,18.798167620864955,0,9.425764292966456,6.062993656329411,3.2634684793698474,18.752226428665715,18.798167620864955
2016-07-11 18:00:00,33.34400177001953,15.96359653591975,17.380405234099783,0,8.823058714289841,5.628654985459769,3.116710635160861,17.56842433491047,17.380405234099783
2016-07-11 20:00:00,33.485000610351555,15.724308866796196,17.76069174355536,0,9.379250158810457,6.212431573189314,3.053827329042062,18.64550906104183,17.76069174355536
2016-07-11 21:00:00,32.64099884033203,15.617683690654625,17.02331514967741,0,9.393351407895619,6.248261778966333,3.111695614226175,18.753308801088124,17.02331514967741
2016-07-11 22:00:00,32.5,15.378733765481279,17.12126623451872,0,8.898009625118213,6.40494835158525,2.613446993423657,17.91640497012712,17.12126623451872
2016-07-11 23:00:00,33.062999725341804,15.241147101539706,17.821852623802098,0,11.48064582210922,9.316908078800552,2.307620614075082,23.105174514984853,17.821852623802098
2016-07-12 00:00:00,33.485000610351555,15.133696316117792,18.351304294233763,0,12.055535597885626,9.868177800413342,2.143847970223295,24.067561368522263,18.351304294233763
2016-07-12 01:00:00,33.695999145507805,14.945854337873824,18.75014480763398,0,12.246666765962317,9.966957119953099,1.8608051537931303,24.074429039708548,18.75014480763398
2016-07-12 02:00:00,33.55599975585937,14.769213827065999,18.78678592879337,0,12.950488637531349,10.91148924659438,1.9921967293444303,25.85417461347016,18.78678592879337
2016-07-12 03:00:00,33.34400177001953,14.620910871815534,18.723090898204,0,12.602756765176384,10.58221014125024,1.9760802679945293,25.161047174421153,18.723090898204
2016-07-12 04:00:00,32.99300003051758,14.5132043496928,18.47979568082478,0,12.327163460413725,9.833607070570373,1.9760802679945293,24.136850798978628,18.47979568082478
2016-07-12 05:00:00,33.34400177001953,14.61904917567047,18.724952594349062,0,11.612405931479326,9.240433464586454,2.2799326789650434,23.132772075030825,18.724952594349062
2016-07-12 06:00:00,33.90700149536133,15.31093016116678,18.596071334194548,0,11.756244947597272,8.83053413651054,2.760756618349156,23.347535702456966,18.596071334194548
2016-07-12 07:00:00,33.20399856567383,16.204953509376626,16.999045056297202,0,9.714621422654124,7.031943745470272,2.1387989551907536,18.885364123315153,16.999045056297202
2016-07-12 08:00:00,34.18899917602539,16.130625413682047,18.058373762343344,0,9.236038474340875,6.869684493198702,2.604175804942301,18.70989877248188,18.058373762343344
2016-07-12 09:00:00,35.946998596191406,16.027082744448517,19.91991585174289,0,9.228509355711536,6.645063813834695,2.596047102817872,18.469620272364104,19.91991585174289
2016-07-12 10:00:00,36.36899948120117,16.012212467614216,20.356787013586956,0,10.462793267112408,7.108478609125214,3.0996955388150007,20.670967415052626,20.356787013586956
2016-07-12 11:00:00,36.0880012512207,16.07302658156912,20.014974669651583,0,11.261811265931936,7.532604552004304,3.5344912367976677,22.328907054733907,20.014974669651583
2016-07-12 12:00:00,36.0880012512207,16.099194813845177,19.988806437375526,0,9.562622615237327,6.081094256626279,3.116710635160861,18.760427507024467,19.988806437375526
2016-07-12 13:00:00,36.229000091552734,16.11934965106439,20.109650440488345,0,10.056002336658857,6.2737171873432445,3.065970894469164,19.395690418471265,20.109650440488345
2016-07-12 14:00:00,38.40900039672852,16.113087500926902,22.29591289580162,0,9.720863961479797,6.537719027475582,3.111316867802852,19.36989985675823,22.29591289580162
2016-07-12 15:00:00,39.60499954223633,16.07472181537653,23.530277726859797,0,9.661574321002961,6.88054303057981,2.928354594356219,19.47047194593899,23.530277726859797
2016-07-12 16:00:00,40.09799957275391,16.09050362159858,24.007495951155335,0,8.986347593299955,6.129436178928935,2.9359240037527696,18.05170777598166,24.007495951155335
2016-07-12 17:00:00,40.52000045776367,16.109833390017222,24.41016706774645,0,10.010148565273324,6.4962746053886296,3.2863999637399823,19.792823134401935,24.41016706774645
2016-07-12 18:00:00,37.84700012207031,16.123851983606965,21.723148138463348,0,9.357688457652003,6.000476102900438,3.2949747655423245,18.653139326094767,21.723148138463348
2016-07-12 19:00:00,37.354000091552734,16.181498486911426,21.172501604641308,0,8.77564545860408,5.5273417550249695,3.2554772023354968,17.558464415964544,21.172501604641308
2016-07-12 20:00:00,36.018001556396484,16.076742407782998,19.941259148613486,0,11.060589761629917,7.162858353357292,3.9033223530863035,22.12677046807351,19.941259148613486
2016-07-12 21:00:00,36.15800094604492,16.00628149959083,20.15171944645409,0,11.192080502519643,7.309995810079875,3.8947236555748566,22.396799968174374,20.15171944645409
2016-07-12 22:00:00,36.018001556396484,16.049587008496694,19.96841454789979,0,13.084394175650406,9.955264550305019,3.384741845999686,26.42440057195511,19.96841454789979
2016-07-12 23:00:00,36.229000091552734,15.71018564989876,20.518814441653973,0,16.99018224186549,13.566461623730476,3.0059796534593333,33.5626235190553,20.518814441653973
